id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,roi_times,roi_currency,roi_percentage
wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://coin-images.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1696507857,56866.0,8697850307,15,8697850307,146353560,57748.0,54867.0,1495.88,2.70161,236076263.0,2.78991,152934.59427599,152934.59427599,152934.59427599,73505.0,-22.6475,2024-03-14T07:10:23.403Z,3139.17,1711.25203,2019-04-02T00:00:00.000Z,,2024-09-10T13:34:58.433Z,,,
shiba-inu,shib,Shiba Inu,https://coin-images.coingecko.com/coins/images/11939/large/shiba.png?1696511800,1.338e-05,7896927207,16,13401178814,269824159,1.376e-05,1.299e-05,2.03385e-07,1.54355,133490549.0,1.71948,589260683522349.2,999982345144051.0,,8.616e-05,-84.46683,2021-10-28T03:54:55.568Z,5.6366e-11,23743109.64095,2020-11-28T11:26:25.838Z,,2024-09-10T13:35:02.314Z,,,
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,2345.5,6834334174,17,6834334174,589102627,2373.69,2276.98,33.81,1.46239,166417109.0,2.49579,2913365.04224123,2913365.04224123,,4799.89,-51.21702,2021-11-09T00:00:00.000Z,82.1,2751.92913,2018-12-15T00:00:00.000Z,,2024-09-10T13:34:58.522Z,,,
bitcoin-cash,bch,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,322.3,6373652800,18,6773998139,204939327,327.7,308.63,10.17,3.25805,211244817.0,3.42796,19758893.6466508,21000000.0,21000000.0,3785.82,-91.49684,2017-12-20T00:00:00.000Z,76.93,318.4249,2018-12-16T00:00:00.000Z,,2024-09-10T13:35:01.315Z,,,
chainlink,link,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1696502009,10.46,6359065706,19,10457270196,322549140,10.72,10.33,-0.00145860430952105,-0.01395,-3534523.582244873,-0.05555,608099971.3083414,1000000000.0,1000000000.0,52.7,-80.20317,2021-05-10T00:13:57.214Z,0.148183,6940.10925,2017-11-29T00:00:00.000Z,,2024-09-10T13:34:54.417Z,,,
polkadot,dot,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,4.22,5948653354,20,6290007407,140883916,4.33,4.16,0.03711219,0.88682,54304831.0,0.9213,1410671198.32748,1491620331.20492,,54.98,-92.33616,2021-11-04T14:10:09.301Z,2.7,56.20819,2020-08-20T05:48:11.359Z,,2024-09-10T13:34:56.673Z,,,
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,0.998067,5067878515,22,5067878515,76481182,1.004,0.997547,-0.002948889441181324,-0.29459,-3892470.4612636566,-0.07675,5064334383.68018,5064334383.68018,,1.22,-17.95149,2020-03-13T03:02:50.373Z,0.88196,13.39681,2023-03-11T07:50:50.514Z,,2024-09-10T13:35:01.668Z,,,
leo-token,leo,LEO Token,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,5.47,5065569888,21,5392501799,1981444,5.53,5.33,0.085244,1.58186,83616191.0,1.67838,925507259.9,985239504.0,,8.14,-32.52874,2022-02-08T17:40:10.285Z,0.799859,586.24814,2019-12-24T15:14:35.376Z,,2024-09-10T13:34:57.421Z,,,
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,6.57,4949861427,23,6566835128,177114663,6.74,6.5,-0.07566150463453525,-1.13926,-56696938.0611887,-1.13245,753766667.0,1000000000.0,1000000000.0,44.92,-85.41194,2021-05-03T05:25:04.822Z,1.03,536.07628,2020-09-17T01:20:38.214Z,,2024-09-10T13:34:58.706Z,,,
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,61.06,4577375058,24,5129457193,400429948,61.77,59.66,0.640672,1.06037,52988531.0,1.17118,74959101.9834713,84000000.0,84000000.0,410.26,-85.15413,2021-05-10T03:13:07.904Z,1.15,5201.56645,2015-01-14T00:00:00.000Z,,2024-09-10T13:34:58.598Z,,,
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,4.03,4442061787,25,4747237413,237911108,4.08,3.83,0.131539,3.37778,138993729.0,3.23011,1107181322.94878,1183246170.6779,,20.44,-80.37418,2022-01-16T22:09:45.873Z,0.526762,661.47191,2020-11-04T16:09:15.137Z,,2024-09-10T13:34:58.666Z,,,
kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.163022,4017036495,26,4017033747,47026465,0.16638,0.153576,0.00890279,5.77654,216929042.0,5.7085,24657472591.2038,24657455727.9585,28704026601.0,0.207411,-21.40941,2024-08-01T00:40:47.164Z,0.00017105,95197.25061,2022-05-26T14:42:59.316Z,,2024-09-10T13:34:59.836Z,,,
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,2457.71,3874707872,27,3874707872,20062088,2485.42,2384.22,37.66,1.55628,49701525.0,1.29938,1578808.79342547,1578611.11305751,,4196.87,-41.47951,2024-03-13T08:29:59.938Z,2231.18,10.07785,2024-01-08T03:35:28.624Z,,2024-09-10T13:34:58.465Z,,,
internet-computer,icp,Internet Computer,https://coin-images.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,7.93,3727952073,28,4144326861,83315017,8.02,7.44,0.419428,5.58567,200787833.0,5.69261,469881816.620263,522362647.685519,,700.65,-98.86632,2021-05-10T16:05:53.653Z,2.87,177.24343,2023-09-22T00:29:57.369Z,,2024-09-10T13:34:54.902Z,,,
fetch-ai,fet,Artificial Superintelligence Alliance,https://coin-images.coingecko.com/coins/images/5681/large/ASI.png?1719827289,1.28,3237655108,29,3378327090,374120471,1.31,1.13,0.12225,10.51913,313495335.0,10.72087,2521012371.0,2630547141.0,2630547141.0,3.45,-62.86659,2024-03-28T17:21:18.050Z,0.00816959,15600.20775,2020-03-13T02:24:18.347Z,,2024-09-10T13:34:54.996Z,13.814530271290588,usd,1381.453027129059
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,7.4e-06,3115351639,30,3115351639,1166475139,7.57e-06,6.97e-06,2.79273e-07,3.9213,121051131.0,4.04272,420690000000000.0,420690000000000.0,420690000000000.0,1.717e-05,-57.00336,2024-05-27T08:30:07.709Z,5.5142e-08,13285.11982,2023-04-18T02:14:41.591Z,,2024-09-10T13:34:56.614Z,,,
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,166.59,3082261319,31,3082261319,60822393,172.94,166.51,-5.8690707301957445,-3.40307,-97694498.61114168,-3.0722,18446744.0737096,18446744.0737096,,542.33,-69.23933,2018-01-09T00:00:00.000Z,0.216177,77069.72462,2015-01-14T00:00:00.000Z,,2024-09-10T13:34:56.566Z,,,
aptos,apt,Aptos,https://coin-images.coingecko.com/coins/images/26455/large/aptos_round.png?1696525528,6.17,3007541275,32,6883115965,126358194,6.38,6.09,0.01395042,0.22664,11781379.0,0.39327,487295030.562237,1115246107.7938,,19.92,-68.98406,2023-01-26T14:25:17.390Z,3.08,100.61394,2022-12-29T21:35:14.796Z,,2024-09-10T13:35:01.680Z,,,
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/Stellar_symbol_black_RGB.png?1696501482,0.093325,2756899700,33,4665241976,48022238,0.093832,0.090912,0.00173707,1.89662,50558993.0,1.86817,29548287558.0866,50001786946.5427,50001786946.5427,0.875563,-89.37057,2018-01-03T00:00:00.000Z,0.00047612,19446.89912,2015-03-05T00:00:00.000Z,,2024-09-10T13:34:57.140Z,,,
ethereum-classic,etc,Ethereum Classic,https://coin-images.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1696501717,18.31,2724361115,34,3860713480,99825177,18.58,17.81,0.276752,1.53439,46017417.0,1.71813,148683109.97906,210700000.0,210700000.0,167.09,-89.07288,2021-05-06T18:34:22.133Z,0.615038,2868.53536,2016-07-25T00:00:00.000Z,,2024-09-10T13:34:59.931Z,39.69628117246098,usd,3969.6281172460976
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/USDE.png?1716355685,0.997275,2690305711,35,2690305711,69509747,1.01,0.996862,-0.001795071853599173,-0.17967,179147.0,0.00666,2690965309.36746,2690965309.36746,,1.032,-3.22036,2023-12-20T15:38:34.596Z,0.965354,3.46931,2024-04-13T20:11:19.603Z,,2024-09-10T13:35:02.411Z,,,
polygon-ecosystem-token,pol,POL (ex-MATIC),https://coin-images.coingecko.com/coins/images/32440/large/polygon.png?1698233684,0.384628,2590248045,36,3945549909,12169306,0.386186,0.371881,0.00731923,1.93985,445407090.0,20.76644,6731475415.4335,10253601875.8545,,1.29,-70.19665,2024-03-13T18:55:06.692Z,0.344976,11.23564,2024-08-05T06:45:46.141Z,,2024-09-10T13:34:22.915Z,,,
first-digital-usd,fdusd,First Digital USD,https://coin-images.coingecko.com/coins/images/31079/large/firstfigital.jpeg?1696529912,0.997208,2525380463,37,2525380463,4108698508,1.011,0.993615,-0.001962411488407701,-0.1964,-24427858.49890089,-0.95803,2527762448.15,2527762448.15,,1.089,-8.36759,2024-05-20T19:42:15.377Z,0.942129,5.87386,2023-08-17T21:55:41.478Z,,2024-09-10T13:35:03.056Z,,,
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui_asset.jpeg?1696525453,0.920773,2469317979,38,9213997688,473975428,0.968865,0.898899,0.0030966,0.33744,10903070.0,0.4435,2679963749.63389,10000000000.0,10000000000.0,2.17,-57.62726,2024-03-27T17:46:02.608Z,0.364846,152.14461,2023-10-19T10:40:30.078Z,,2024-09-10T13:35:00.186Z,,,
blockstack,stx,Stacks,https://coin-images.coingecko.com/coins/images/2069/large/Stacks_Logo_png.png?1709979332,1.56,2307976592,39,2824407648,76034730,1.58,1.45,0.104626,7.19072,151138643.0,7.00742,1485586348.41293,1818000000.0,1818000000.0,3.86,-59.67761,2024-04-01T12:34:58.342Z,0.04559639,3317.34711,2020-03-13T02:29:26.415Z,,2024-09-10T13:35:01.498Z,11.996979605136826,usd,1199.6979605136826
okb,okb,OKB,https://coin-images.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1696505053,37.88,2273059212,40,8939096505,3331424,38.01,36.5,0.989186,2.68149,61617775.0,2.78632,60000000.0,235957685.3,300000000.0,73.8,-48.67031,2024-03-14T00:30:12.502Z,0.580608,6424.71695,2019-01-14T00:00:00.000Z,,2024-09-10T13:34:55.913Z,,,
crypto-com-chain,cro,Cronos,https://coin-images.coingecko.com/coins/images/7310/large/cro_token_logo.png?1696507599,0.079151,2138248959,41,2381104149,4477115,0.080065,0.078128,-2.5001774577232e-05,-0.03158,5683284.0,0.2665,26940219639.8845,30000000000.0,,0.965407,-91.79729,2021-11-24T15:53:54.855Z,0.0121196,553.40043,2019-02-08T00:00:00.000Z,,2024-09-10T13:35:02.109Z,,,
filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,3.58,2097469173,42,7029670479,208589602,3.66,3.44,0.140289,4.08115,90884947.0,4.52934,584806125.0,1959978438.0,1959978535.0,236.84,-98.48515,2021-04-01T13:29:41.564Z,2.64,35.85043,2022-12-16T22:45:28.552Z,,2024-09-10T13:35:02.654Z,,,
aave,aave,Aave,https://coin-images.coingecko.com/coins/images/12645/large/aave-token-round.png?1720472354,139.26,2072536706,43,2221163489,423414374,141.73,134.68,2.6,1.90265,31524220.0,1.54454,14929377.088805018,16000000.0,16000000.0,661.69,-79.03873,2021-05-18T21:19:59.514Z,26.02,432.9817,2020-11-05T09:20:11.928Z,,2024-09-10T13:35:00.292Z,,,
bittensor,tao,Bittensor,https://coin-images.coingecko.com/coins/images/28452/large/ARUsPeNQ_400x400.jpeg?1696527447,278.44,2044608593,44,5829822997,86998198,283.96,255.52,16.87,6.44962,122060164.0,6.34887,7365023.0,21000000.0,21000000.0,757.6,-63.17527,2024-03-07T18:45:36.466Z,30.83,804.91809,2023-05-14T08:57:53.732Z,,2024-09-10T13:35:00.709Z,,,
render-token,render,Render,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,5.17,2026992313,45,2748832618,178786790,5.32,4.83,0.25588,5.21172,102525739.0,5.32749,392459381.455492,532219654.735492,,13.53,-61.85648,2024-03-17T16:30:24.636Z,0.03665669,13983.67346,2020-06-16T13:22:25.900Z,,2024-09-10T13:35:02.685Z,,,
immutable-x,imx,Immutable,https://coin-images.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1696516787,1.25,2002174188,46,2494455737,56247254,1.29,1.22,0.01467233,1.18885,23607652.0,1.19317,1605299431.3898141,2000000000.0,2000000000.0,9.52,-86.90116,2021-11-26T01:03:01.536Z,0.378055,229.84667,2022-12-31T07:36:37.649Z,,2024-09-10T13:34:54.646Z,,,
optimism,op,Optimism,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,1.58,1875636733,47,6783279219,166020822,1.59,1.44,0.121773,8.3667,151952400.0,8.81556,1187596466.0,4294967296.0,4294967296.0,4.84,-67.47156,2024-03-06T08:35:50.817Z,0.402159,291.8296,2022-06-18T20:54:52.178Z,,2024-09-10T13:34:56.156Z,,,
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.050582,1866021373,48,2524200954,35668164,0.051527,0.05004,-0.000177067795950982,-0.34884,-8311752.699893713,-0.44345,36962615235.6687,50000000000.0,50000000000.0,0.569229,-91.1427,2021-09-15T10:40:28.318Z,0.00986111,411.28461,2020-01-02T17:30:24.852Z,,2024-09-10T13:34:54.741Z,,,
mantle,mnt,Mantle,https://coin-images.coingecko.com/coins/images/30980/large/token-logo.png?1696529819,0.561667,1839177419,49,3501371672,83357149,0.568689,0.543177,0.0075531,1.36309,30436313.0,1.68273,3266841707.83684,6219316794.99,6219316794.99,1.54,-63.39073,2024-04-08T09:45:25.482Z,0.307978,82.90673,2023-10-18T02:50:46.942Z,,2024-09-10T13:34:55.516Z,,,
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.521963,1825699733,50,5222060226,160668966,0.531578,0.508778,0.00716507,1.39182,30031752.0,1.67246,3496129217.0,10000000000.0,10000000000.0,2.39,-78.17356,2024-01-12T12:29:59.231Z,0.431578,20.88531,2024-08-05T11:35:54.024Z,,2024-09-10T13:35:02.304Z,,,
vechain,vet,VeChain,https://coin-images.coingecko.com/coins/images/1167/large/VET_Token_Icon.png?1710013505,0.02168308,1756294389,51,1864727648,20978402,0.02199927,0.02104322,0.00053126,2.51163,46046150.0,2.69237,80985041177.0,85985041177.0,86712634466.0,0.280991,-92.29768,2021-04-19T01:08:21.675Z,0.00191713,1028.91579,2020-03-13T02:29:59.652Z,,2024-09-10T13:34:57.693Z,2.2348383515283032,eth,223.4838351528303
injective-protocol,inj,Injective,https://coin-images.coingecko.com/coins/images/12882/large/Secondary_Symbol.png?1696512670,17.82,1739298339,52,1779748056,116297775,18.16,16.23,1.32,8.02484,128386480.0,7.9698,97727222.33,100000000.0,,52.62,-66.08821,2024-03-14T15:06:22.124Z,0.657401,2614.41851,2020-11-03T16:19:30.576Z,,2024-09-10T13:34:55.096Z,,,
dogwifcoin,wif,dogwifhat,https://coin-images.coingecko.com/coins/images/33566/large/dogwifhat.jpg?1702499428,1.66,1658209563,53,1658209563,688171472,1.73,1.52,0.115429,7.49004,120869698.0,7.86226,998926392.0,998926392.0,998926392.0,4.83,-65.69553,2024-03-31T09:34:58.366Z,0.00155464,106378.01859,2023-12-13T07:13:50.873Z,,2024-09-10T13:35:02.560Z,,,
cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,4.12,1615144614,54,1616143683,149900196,4.14,3.93,0.155641,3.9212,64181687.0,4.13818,390688369.813272,390930035.085365,,44.45,-90.76648,2022-01-17T00:34:41.497Z,1.16,253.78541,2020-03-13T02:27:44.591Z,,2024-09-10T13:35:01.942Z,40.2485680400706,usd,4024.85680400706
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,10.87,1567562186,55,3752489082,2993578,10.89,10.77,0.066252,0.61315,11454189.0,0.73608,144118517.10815412,344996305.0,400000000.0,14.64,-25.74289,2022-10-28T12:32:18.119Z,3.06,255.18217,2023-02-13T19:01:21.899Z,,2024-09-10T13:34:58.494Z,,,
maker,mkr,Maker,https://coin-images.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1583.33,1476362294,56,1546491385,98016700,1645.67,1574.77,-27.499715103983817,-1.70717,-24108827.718958378,-1.60675,933298.183296734,977631.036950888,1005577.0,6292.31,-74.87176,2021-05-03T21:54:29.333Z,168.36,839.1605,2020-03-16T20:52:36.527Z,,2024-09-10T13:34:55.752Z,,,
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,2340.99,1417422724,57,1417422724,31682391,2374.54,2280.34,29.13,1.26012,20638563.0,1.47758,604999.999959841,604999.999959841,,2808.56,-16.59241,2024-08-24T16:52:46.091Z,2171.8,7.8623,2024-09-06T21:02:52.910Z,,2024-09-10T13:35:00.857Z,,,
helium,hnt,Helium,https://coin-images.coingecko.com/coins/images/4284/large/Helium_HNT.png?1696504894,8.11,1376536080,58,1809394205,37365317,8.2,7.5,-0.06200000855799637,-0.75836,-11914249.005589485,-0.8581,169652110.61734,223000000.0,223000000.0,54.88,-85.27457,2021-11-12T23:08:25.301Z,0.113248,7035.5837,2020-04-18T00:19:10.902Z,,2024-09-10T13:34:56.170Z,,,
fantom,ftm,Fantom,https://coin-images.coingecko.com/coins/images/4001/large/Fantom_round.png?1696504642,0.484735,1360663652,59,1540895070,387905105,0.496059,0.438712,0.04170038,9.41244,119816860.0,9.65606,2803634835.52659,3175000000.0,3175000000.0,3.46,-86.02602,2021-10-28T05:19:39.845Z,0.00190227,25306.51858,2020-03-13T02:25:38.280Z,,2024-09-10T13:35:02.195Z,15.15783307550442,usd,1515.783307550442
the-graph,grt,The Graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.141692,1354028538,60,1529791854,30306668,0.144761,0.136666,0.00272848,1.96345,27129074.0,2.04455,9548531509.16547,10788004319.0,10788004319.0,2.84,-95.01588,2021-02-12T07:28:45.775Z,0.052051,172.08671,2022-11-22T10:05:03.503Z,,2024-09-10T13:34:58.335Z,,,
matic-network,matic,Polygon,https://coin-images.coingecko.com/coins/images/4713/large/polygon.png?1698233745,0.380819,1339958854,61,3804405324,17989895,0.385451,0.372182,0.00483266,1.28533,-378232127.95729804,-22.01339,3522124325.7829843,10000000000.0,10000000000.0,2.92,-86.95459,2021-12-27T02:08:34.307Z,0.00314376,12001.38485,2019-05-10T00:00:00.000Z,,2024-09-10T13:34:55.901Z,143.7981049882508,usd,14379.81049882508
arweave,ar,Arweave,https://coin-images.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,20.12,1315036660,62,1315036660,53703015,21.03,19.85,-0.021665778969214955,-0.10758,-2605306.6486752033,-0.19772,65454185.5381511,65454185.5381511,66000000.0,89.24,-77.35966,2021-11-05T04:14:42.689Z,0.298788,6661.70396,2020-01-31T06:47:36.543Z,,2024-09-10T13:35:01.168Z,26.18544710265204,usd,2618.5447102652042
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/icon_colour.png?1696511504,0.935888,1313832101,63,1876901661,24043925,0.946509,0.929929,0.00581227,0.62492,11671630.0,0.89633,1400001000.0,2000000000.0,2000000000.0,1.48,-36.57914,2024-06-01T03:50:55.951Z,0.0142795,6469.96355,2020-06-25T04:17:05.895Z,,2024-09-10T13:35:00.358Z,,,
thorchain,rune,THORChain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,3.88,1304240841,64,1609478638,170795332,3.94,3.68,0.144246,3.85627,51903798.0,4.14456,335310502.0,413784842.0,500000000.0,20.87,-81.39045,2021-05-19T00:30:09.436Z,0.00851264,45518.76676,2019-09-28T00:00:00.000Z,,2024-09-10T13:34:59.462Z,101.23203543816976,usd,10123.203543816977
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,2629.07,1295211100,65,1295211100,6375972,2659.68,2554.48,38.09,1.4699,21851245.0,1.71603,492023.360772772,492023.360772772,,4814.31,-45.42897,2021-12-01T08:03:50.749Z,887.26,196.10352,2022-06-18T20:55:45.957Z,,2024-09-10T13:34:58.492Z,,,
floki,floki,FLOKI,https://coin-images.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,0.00012644,1227799278,66,1267065658,248627161,0.00013111,0.00012232,1.84e-06,1.4802,22620627.0,1.87695,9690099874567.0,10000000000000.0,10000000000000.0,0.00034495,-63.31445,2024-06-05T07:25:59.137Z,8.428e-08,150050.55388,2021-07-06T01:11:20.438Z,,2024-09-10T13:35:02.955Z,,,
