id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated,roi_times,roi_currency,roi_percentage
bitget-token,BGB,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/icon_colour.png?1696511504,0.94,1313832101.0,63,1876901661,24043925,0.946509,0.929929,0.00581227,0.62492,11671630.0,0.89633,1400001000.0,2000000000.0,2000000000.0,1.48,-36.57914,2024-06-01 03:50:55.951000+00:00,0.0142795,6469.96355,2020-06-25 04:17:05.895000+00:00,2024-09-10 13:35:00.358000+00:00,0.0,N/A,0.0
thorchain,RUNE,Thorchain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,3.88,1304240841.0,64,1609478638,170795332,3.94,3.68,0.144246,3.85627,51903798.0,4.14456,335310502.0,413784842.0,500000000.0,20.87,-81.39045,2021-05-19 00:30:09.436000+00:00,0.00851264,45518.76676,2019-09-28 00:00:00+00:00,2024-09-10 13:34:59.462000+00:00,101.23203543816976,usd,10123.203543816977
rocket-pool-eth,RETH,Rocket Pool Eth,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,2629.07,1295211100.0,65,1295211100,6375972,2659.68,2554.48,38.09,1.4699,21851245.0,1.71603,492023.36,492023.36,,4814.31,-45.42897,2021-12-01 08:03:50.749000+00:00,887.26,196.10352,2022-06-18 20:55:45.957000+00:00,2024-09-10 13:34:58.492000+00:00,0.0,N/A,0.0
floki,FLOKI,Floki,https://coin-images.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,0.0,1227799278.0,66,1267065658,248627161,0.00013111,0.00012232,1.84e-06,1.4802,22620627.0,1.87695,9690099874567.0,10000000000000.0,10000000000000.0,0.00034495,-63.31445,2024-06-05 07:25:59.137000+00:00,8.428e-08,150050.55388,2021-07-06 01:11:20.438000+00:00,2024-09-10 13:35:02.955000+00:00,0.0,N/A,0.0
bonk,BONK,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,0.0,1207125321.0,67,1625026251,155650610,1.761e-05,1.621e-05,8.63282e-07,5.23066,62438178.0,5.45461,69474461693558.48,93526183276778.0,93526183276778.0,4.547e-05,-61.77028,2024-03-04 17:05:29.594000+00:00,8.6142e-08,20079.80977,2022-12-29 22:48:46.755000+00:00,2024-09-10 13:35:01.708000+00:00,0.0,N/A,0.0
theta-token,THETA,Theta Network,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,1.19,1193618390.0,68,1193618390,18388910,1.21,1.16,0.0171426,1.45797,18902161.0,1.60908,1000000000.0,1000000000.0,1000000000.0,15.72,-92.43378,2021-04-16 13:15:11.190000+00:00,0.04039979,2844.04448,2020-03-13 02:24:16.483000+00:00,2024-09-10 13:34:57.238000+00:00,6.952838483928827,usd,695.2838483928826
mantle-staked-ether,METH,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,2447.02,1182918050.0,69,1182918050,7760479,2483.05,2382.2,32.71,1.35495,15865361.0,1.35944,483706.36,483703.76,,4729.53,-48.30584,2024-03-27 05:26:27.333000+00:00,2142.02,14.13962,2023-12-18 10:41:32.686000+00:00,2024-09-10 13:34:56.817000+00:00,0.0,N/A,0.0
solv-btc,SOLVBTC,Solv Protocol Solvbtc,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,56956.0,1143136194.0,70,1143136085,568607,57685.0,54808.0,1560.82,2.81761,78969305.0,7.42076,20103.99,20103.99,21000000.0,70898.0,-19.75616,2024-06-05 16:15:24.629000+00:00,49058.0,15.96743,2024-08-05 06:28:45.311000+00:00,2024-09-10 13:34:34.819000+00:00,0.0,N/A,0.0
quant-network,QNT,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,73.85,1072518507.0,71,1077556336,31944805,74.75,70.64,2.86,4.02781,39880095.0,3.86196,14544176.16,14612493.0,14612493.0,427.42,-82.74436,2021-09-11 09:15:00.668000+00:00,0.215773,34081.4526,2018-08-23 00:00:00+00:00,2024-09-10 13:34:56.326000+00:00,12.536000848020924,eth,1253.6000848020924
algorand,ALGO,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.13,1043176018.0,72,1043176049,47805924,0.129467,0.124787,0.00017974,0.14222,2393735.0,0.22999,8232563069.61,8232563034.71,10000000000.0,3.56,-96.44612,2019-06-20 14:51:19.480000+00:00,0.087513,44.61671,2023-09-11 19:42:08.247000+00:00,2024-09-10 13:35:00.451000+00:00,-0.947267445136706,usd,-94.72674451367061
gatechain-token,GT,Gate,https://coin-images.coingecko.com/coins/images/8183/large/gate.png?1696508395,7.69,1002590528.0,74,2307293842,1334936,7.72,7.38,0.290037,3.91892,38181080.0,3.95901,130359277.56,300000000.0,,12.94,-40.58633,2021-05-12 11:39:16.531000+00:00,0.25754,2885.64364,2020-03-13 02:18:02.481000+00:00,2024-09-10 13:34:54.488000+00:00,0.0,N/A,0.0
pyth-network,PYTH,Pyth Network,https://coin-images.coingecko.com/coins/images/31924/large/pyth.png?1701245725,0.28,1000617030.0,73,2760331374,27394004,0.280335,0.266162,0.00663321,2.46222,22866588.0,2.33869,3624988796.92,10000000000.0,10000000000.0,1.2,-76.87739,2024-03-16 07:01:15.357000+00:00,0.22352,23.76133,2024-08-05 11:30:50.894000+00:00,2024-09-10 13:34:56.356000+00:00,0.0,N/A,0.0
jupiter-exchange-solana,JUP,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,0.73,983382994.0,75,7284318474,93992984,0.744758,0.697171,0.02180432,3.0808,28504076.0,2.9851,1350000000.0,10000000000.0,10000000000.0,2.0,-63.53231,2024-01-31 15:02:47.304000+00:00,0.457464,59.43521,2024-02-21 18:31:05.083000+00:00,2024-09-10 13:34:55.347000+00:00,0.0,N/A,0.0
jasmycoin,JASMY,Jasmycoin,https://coin-images.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,0.02,975187132.0,76,1007008604,82001283,0.02071852,0.01835847,0.00145405,7.77013,71012998.0,7.85391,48419999999.31,50000000000.0,50000000000.0,4.79,-99.57846,2021-02-16 03:53:32.207000+00:00,0.00275026,634.18475,2022-12-29 20:41:09.113000+00:00,2024-09-10 13:34:56.026000+00:00,0.0,N/A,0.0
bitcoin-cash-sv,BSV,Bitcoin Sv,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,49.18,968746862.0,77,1029815537,31500453,49.3,44.8,3.64,7.99154,73881983.0,8.25622,19754687.5,21000000.0,21000000.0,489.75,-90.02435,2021-04-16 17:09:04.630000+00:00,21.43,127.92722,2023-06-10 04:32:12.266000+00:00,2024-09-10 13:35:01.280000+00:00,0.0,N/A,0.0
sei-network,SEI,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,0.29,962473943.0,78,2916587706,120349546,0.300596,0.276183,0.01141122,4.07492,39622718.0,4.29351,3300000000.0,10000000000.0,,1.14,-74.44925,2024-03-16 02:30:23.904000+00:00,0.095364,205.3639,2023-10-19 08:05:30.655000+00:00,2024-09-10 13:34:59.757000+00:00,0.0,N/A,0.0
kucoin-shares,KCS,Kucoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,8.13,957391883.0,79,1160389186,78242,8.17,7.83,0.253173,3.21367,30545539.0,3.29564,117906971.29,142906971.29,,28.83,-71.88905,2021-12-01 15:09:35.541000+00:00,0.342863,2263.72917,2019-02-07 00:00:00+00:00,2024-09-10 13:34:55.590000+00:00,0.0,N/A,0.0
ondo-finance,ONDO,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,0.63,904547915.0,80,6265203032,62847063,0.636151,0.603881,0.01342017,2.1941,22870591.0,2.59399,1443764727.59,10000000000.0,10000000000.0,1.48,-57.75236,2024-06-03 08:29:55.744000+00:00,0.082171,660.2912,2024-01-18 12:14:30.524000+00:00,2024-09-10 13:34:57.785000+00:00,0.0,N/A,0.0
lido-dao,LDO,Lido Dao,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,1.0,896061078.0,81,1000863460,102868092,1.017,0.953024,0.03038912,3.13014,28565874.0,3.29291,895288032.13,1000000000.0,1000000000.0,7.3,-86.30686,2021-08-20 08:35:20.158000+00:00,0.40615,146.21273,2022-06-18 20:55:12.035000+00:00,2024-09-10 13:34:55.601000+00:00,0.0,N/A,0.0
celestia,TIA,Celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,4.14,870592855.0,82,4433834844,75049117,4.35,4.07,-0.010036727100700917,-0.24196,598249.0,0.06876,209865445.56,1068821917.81,,20.85,-80.13723,2024-02-10 14:30:02.495000+00:00,2.08,98.77899,2023-10-31 15:14:31.951000+00:00,2024-09-10 13:35:02.253000+00:00,0.0,N/A,0.0
renzo-restaked-eth,EZETH,Renzo Restaked Eth,https://coin-images.coingecko.com/coins/images/34753/large/Ezeth_logo_circle.png?1713496404,2384.63,865587427.0,83,865663925,14580818,2412.83,2322.7,27.07,1.14814,11289222.0,1.32146,363535.2,363506.72,,4106.74,-41.99376,2024-03-12 00:44:29.429000+00:00,2198.04,8.37688,2024-01-26 08:09:59.848000+00:00,2024-09-10 13:34:56.496000+00:00,0.0,N/A,0.0
bittorrent,BTT,Bittorrent,https://coin-images.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,0.0,863108455.0,84,882499894,48412201,9.35829e-07,8.79033e-07,-6.955008906e-09,-0.77542,-5961952.507476091,-0.68601,968246428571000.0,990000000000000.0,990000000000000.0,3.43e-06,-74.03708,2022-01-21 04:00:31.909000+00:00,3.65368e-07,143.82995,2023-10-13 05:10:41.241000+00:00,2024-09-10 13:35:00.673000+00:00,0.0,N/A,0.0
paypal-usd,PYUSD,Paypal Usd,https://coin-images.coingecko.com/coins/images/31212/large/PYUSD_Logo_%282%29.png?1696530039,1.0,860994366.0,85,860994366,12175651,1.008,0.994945,0.00395863,0.39684,-15526396.176080108,-1.77137,859315340.69,859315340.69,,1.021,-1.97381,2023-10-23 22:44:57.056000+00:00,0.972731,2.86395,2024-01-03 12:05:24.231000+00:00,2024-09-10 13:34:56.625000+00:00,0.0,N/A,0.0
coredaoorg,CORE,Core,https://coin-images.coingecko.com/coins/images/28938/large/file_589.jpg?1701868471,0.94,855552327.0,86,1976665606,35660047,0.953104,0.880864,0.051668,5.81012,46259383.0,5.71602,908934663.75,2100000000.0,2100000000.0,6.14,-84.6863,2023-02-08 12:55:39.828000+00:00,0.334237,181.48199,2023-11-03 01:20:55.441000+00:00,2024-09-10 13:34:53.133000+00:00,0.0,N/A,0.0
ronin-bridged-weth-ronin,WETH,Ronin Bridged Weth (Ronin),https://coin-images.coingecko.com/coins/images/39716/large/WETH.PNG?1723731945,2341.67,843685345.0,88,843685345,557599,2376.54,2269.87,29.12,1.25936,9650686.0,1.15711,360699.59,360699.59,,2807.8,-16.71775,2024-08-24 17:07:47.789000+00:00,2169.58,7.78108,2024-09-06 20:55:57.053000+00:00,2024-09-10 13:34:56.896000+00:00,0.0,N/A,0.0
mantra-dao,OM,Mantra,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,1.0,842010798.0,87,887674866,40661713,1.023,0.906262,0.082365,8.97484,69876422.0,9.04977,843162368.65,888888888.0,888888888.0,1.41,-29.24378,2024-07-21 23:11:14.036000+00:00,0.01726188,5695.51617,2023-10-12 17:25:09.068000+00:00,2024-09-10 13:34:55.890000+00:00,0.0,N/A,0.0
notcoin,NOT,Notcoin,https://coin-images.coingecko.com/coins/images/33453/large/rFmThDiD_400x400.jpg?1701876350,0.01,832784599.0,89,832784599,131706011,0.00840827,0.00791949,0.00012295,1.53087,9465370.0,1.14966,102474423008.24,102474423008.24,,0.02836145,-71.3535,2024-06-02 18:00:38.587000+00:00,0.00461057,76.21621,2024-05-24 07:12:14.147000+00:00,2024-09-10 13:34:56.087000+00:00,0.0,N/A,0.0
fasttoken,FTN,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,2.53,823449954.0,90,2222478225,113814931,2.57,2.46,0.02973871,1.19155,11132552.0,1.37047,326048620.37,880000000.0,1000000000.0,2.61,-3.19592,2024-09-04 15:47:36.977000+00:00,0.398142,534.2934,2023-01-21 10:15:39.503000+00:00,2024-09-10 13:34:53.453000+00:00,0.0,N/A,0.0
flow,FLOW,Flow,https://coin-images.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,0.54,823355136.0,91,823355136,25305252,0.548485,0.522093,0.00535629,1.00879,13224759.0,1.63242,1530332564.49,1530332564.49,,42.4,-98.73667,2021-04-05 13:49:10.098000+00:00,0.391969,36.64707,2023-09-11 19:41:06.528000+00:00,2024-09-10 13:35:02.702000+00:00,0.0,N/A,0.0
ether-fi-staked-eth,EETH,Ether.Fi Staked Eth,https://coin-images.coingecko.com/coins/images/33049/large/ether.fi_eETH.png?1700473063,2336.6,783085332.0,92,4659723812,40339,2368.71,2273.04,29.13,1.26253,4454235.0,0.57206,334104.3,1988076.75,,5307.23,-55.90776,2024-08-06 16:16:30.007000+00:00,2155.76,8.5501,2024-02-08 11:26:30.368000+00:00,2024-09-10 13:35:02.959000+00:00,0.0,N/A,0.0
klay-token,KLAY,Klaytn,https://coin-images.coingecko.com/coins/images/9672/large/klaytn.png?1696509742,0.13,771315860.0,93,772565583,15350509,0.13685,0.131752,1.113e-05,0.00836,142386.0,0.01846,5806693656.95,5816101940.47,,4.34,-96.93731,2021-03-30 03:44:28.828000+00:00,0.06044,119.86804,2020-04-29 08:19:34.574000+00:00,2024-09-10 13:34:55.626000+00:00,0.0,N/A,0.0
based-brett,BRETT,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.08,764450859.0,94,764450859,26191642,0.079976,0.07288,0.00272807,3.66652,28098002.0,3.81583,9910171516.47,9910171516.48,9999998988.0,0.193328,-60.03825,2024-06-09 12:55:51.835000+00:00,0.00084753,9015.59757,2024-02-29 08:40:24.951000+00:00,2024-09-10 13:35:00.534000+00:00,0.0,N/A,0.0
eos,EOS,Eos,https://coin-images.coingecko.com/coins/images/738/large/eos-eos-logo.png?1696501893,0.49,738674112.0,95,1024744310,91801452,0.497476,0.478023,0.00517039,1.0712,8110829.0,1.11022,1513758720.56,2100000000.0,2100000000.0,22.71,-97.85962,2018-04-29 07:50:33.540000+00:00,0.408029,19.13535,2024-08-05 06:45:13.453000+00:00,2024-09-10 13:34:54.902000+00:00,-0.5072313255138042,usd,-50.723132551380424
usdd,USDD,Usdd,https://coin-images.coingecko.com/coins/images/25380/large/UUSD.jpg?1696524513,1.0,732498422.0,96,732495118,2110436,1.005,0.992756,-0.001657711330074085,-0.16602,-3889915.5208398104,-0.52824,735052862.62,735049546.67,,1.052,-5.39328,2023-10-23 22:45:25.398000+00:00,0.928067,7.22195,2022-06-19 16:15:11.558000+00:00,2024-09-10 13:34:57.910000+00:00,0.0,N/A,0.0
elrond-erd-2,EGLD,Multiversx,https://coin-images.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,26.35,723115470.0,97,723115470,22276484,26.85,25.58,0.41037,1.58217,12646713.0,1.78005,27392619.0,27392619.0,31415926.0,545.64,-95.16851,2021-11-23 10:33:26.737000+00:00,6.51,305.1623,2020-10-07 01:44:53.554000+00:00,2024-09-10 13:35:02.442000+00:00,0.0,N/A,0.0
gala,GALA,Gala,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,0.02,715103933.0,98,715104344,110426444,0.01943089,0.01829914,-0.00036897711370042,-1.96274,-6600527.684016347,-0.91457,38800771875.31,38800794216.13,50000000000.0,0.824837,-97.77721,2021-11-26 01:03:48.731000+00:00,0.00013475,13506.30892,2020-12-28 08:46:48.367000+00:00,2024-09-10 13:34:55.831000+00:00,0.0,N/A,0.0
flare-networks,FLR,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.01,711069256.0,99,1512025353,4394545,0.01499598,0.0144218,0.0002317,1.59718,13731033.0,1.96906,48193863285.11,102479951853.07,,0.150073,-90.17452,2023-01-10 03:14:05.921000+00:00,0.00827405,78.21246,2023-10-19 03:35:41.663000+00:00,2024-09-10 13:34:59.527000+00:00,0.0,N/A,0.0
starknet,STRK,Starknet,https://coin-images.coingecko.com/coins/images/26433/large/starknet.png?1696525507,0.39,702120013.0,100,3944942622,146139116,0.435869,0.392518,-0.031911813049749216,-7.48395,-57712866.74907923,-7.59547,1779797783.0,10000000000.0,10000000000.0,4.41,-91.0877,2024-02-20 12:05:13.556000+00:00,0.321161,22.48008,2024-08-05 13:30:55.185000+00:00,2024-09-10 13:34:57.795000+00:00,0.0,N/A,0.0
